,gene_id,gene_name,gene_ontology
32699,b1748,astC,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
32700,b1748,astC,transaminase activity
32701,b1748,astC,transaminase activity
32702,b1748,astC,transaminase activity
32703,b1748,astC,transferase activity
32704,b1748,astC,pyridoxal phosphate binding
32705,b1748,astC,pyridoxal phosphate binding
32706,b1748,astC,succinylornithine transaminase activity
32707,b1748,astC,succinylornithine transaminase activity
32708,b1748,astC,succinylornithine transaminase activity
32709,b1748,astC,succinylornithine transaminase activity
32710,b1748,astC,amino acid metabolic process
32711,b1748,astC,arginine metabolic process
32712,b1748,astC,arginine metabolic process
32713,b1748,astC,arginine catabolic process
32714,b1748,astC,ornithine catabolic process
32715,b1748,astC,arginine catabolic process to glutamate
32716,b1748,astC,arginine catabolic process to succinate
32717,b1748,astC,arginine catabolic process
32718,b1748,astC,identical protein binding
32719,b1748,astC,pyridoxal phosphate binding
32720,b0355,frmB,formaldehyde metabolic process
32721,b0355,frmB,hydrolase activity
32722,b0355,frmB,"hydrolase activity, acting on ester bonds"
32723,b0355,frmB,S-formylglutathione hydrolase activity
32724,b0355,frmB,S-formylglutathione hydrolase activity
32725,b0355,frmB,S-formylglutathione hydrolase activity
32726,b0355,frmB,S-formylglutathione hydrolase activity
32727,b0355,frmB,carboxylic ester hydrolase activity
32728,b0355,frmB,formaldehyde catabolic process
32729,b0355,frmB,S-formylglutathione hydrolase activity
32730,b0355,frmB,cytosol
32731,b0354,yaiL,cytosol
32732,b0352,mhpE,catalytic activity
32733,b0352,mhpE,protein binding
32734,b0352,mhpE,4-hydroxy-2-oxovalerate aldolase activity
32735,b0352,mhpE,4-hydroxy-2-oxovalerate aldolase activity
32736,b0352,mhpE,4-hydroxy-2-oxovalerate aldolase activity
32737,b0352,mhpE,4-hydroxy-2-oxovalerate aldolase activity
32738,b0352,mhpE,4-hydroxy-2-oxovalerate aldolase activity
32739,b0352,mhpE,lyase activity
32740,b0352,mhpE,oxo-acid-lyase activity
32741,b0352,mhpE,manganese ion binding
32742,b0352,mhpE,metal ion binding
32743,b0352,mhpE,3-phenylpropionate catabolic process
32744,b0352,mhpE,aromatic compound catabolic process
32745,b0352,mhpE,aromatic compound catabolic process
32746,b0352,mhpE,aromatic compound catabolic process
32747,b0352,mhpE,leucine biosynthetic process
32748,b0352,mhpE,2-isopropylmalate synthase activity
32749,b4141,yjeH,leucine transport
32750,b4141,yjeH,methionine transport
32751,b4141,yjeH,cellular response to amino acid stimulus
32752,b4141,yjeH,isoleucine transmembrane transport
32753,b4141,yjeH,L-valine transmembrane transport
32754,b4141,yjeH,L-methionine secondary active transmembrane transporter activity
32755,b4141,yjeH,neutral L-amino acid secondary active transmembrane transporter activity
32756,b4141,yjeH,antiporter activity
32757,b4141,yjeH,transmembrane transporter activity
32758,b4141,yjeH,amino acid transport
32759,b4141,yjeH,transmembrane transport
32760,b4141,yjeH,plasma membrane
32761,b4141,yjeH,plasma membrane
32762,b4141,yjeH,plasma membrane
32763,b4141,yjeH,plasma membrane
32764,b4141,yjeH,plasma membrane
32765,b4141,yjeH,plasma membrane
32766,b4141,yjeH,plasma membrane
32767,b4141,yjeH,membrane
32768,b4141,yjeH,membrane
32769,b4130,dtpC,dipeptide transmembrane transport
32770,b4130,dtpC,dipeptide transmembrane transport
32771,b4130,dtpC,tripeptide transmembrane transport
32772,b4130,dtpC,proton transmembrane transport
32773,b4130,dtpC,proton transmembrane transporter activity
32774,b4130,dtpC,symporter activity
32775,b4130,dtpC,peptide:proton symporter activity
32776,b4130,dtpC,transmembrane transporter activity
32777,b4130,dtpC,tripeptide transmembrane transporter activity
32778,b4130,dtpC,dipeptide transmembrane transporter activity
32779,b4130,dtpC,dipeptide transmembrane transporter activity
32780,b4130,dtpC,peptide transmembrane transporter activity
32781,b4130,dtpC,oligopeptide transport
32782,b4130,dtpC,protein transport
32783,b4130,dtpC,peptide transport
32784,b4130,dtpC,peptide transport
32785,b4130,dtpC,transmembrane transport
32786,b4130,dtpC,plasma membrane
32787,b4130,dtpC,plasma membrane
32788,b4130,dtpC,plasma membrane
32789,b4130,dtpC,plasma membrane
32790,b4130,dtpC,plasma membrane
32791,b4130,dtpC,membrane
32792,b4130,dtpC,membrane
32793,b4130,dtpC,membrane
32794,b4130,dtpC,peptide:proton symporter activity
32795,b4130,dtpC,tripeptide transmembrane transporter activity
32796,b4130,dtpC,dipeptide transmembrane transporter activity
32797,b4130,dtpC,dipeptide transmembrane transport
32798,b1122,ymfA,bacterial-type flagellum-dependent swarming motility
32799,b1122,ymfA,plasma membrane
32800,b1122,ymfA,plasma membrane
32801,b1122,ymfA,plasma membrane
32802,b1122,ymfA,plasma membrane
32803,b1122,ymfA,membrane
32804,b4127,yjdJ,"acyltransferase activity, transferring groups other than amino-acyl groups"
32805,b4121,yjdF,plasma membrane
32806,b4121,yjdF,plasma membrane
32807,b4121,yjdF,plasma membrane
32808,b4121,yjdF,plasma membrane
32809,b4121,yjdF,membrane
32810,b2386,fryC,phosphoenolpyruvate-dependent sugar phosphotransferase system
32811,b2386,fryC,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
32812,b2386,fryC,transferase activity
32813,b2386,fryC,carbohydrate transport
32814,b2386,fryC,phosphoenolpyruvate-dependent sugar phosphotransferase system
32815,b2386,fryC,phosphoenolpyruvate-dependent sugar phosphotransferase system
32816,b2386,fryC,plasma membrane
32817,b2386,fryC,plasma membrane
32818,b2386,fryC,plasma membrane
32819,b2386,fryC,plasma membrane
32820,b2386,fryC,plasma membrane
32821,b2386,fryC,membrane
32822,b2386,fryC,membrane
32823,b2386,fryC,plasma membrane
32824,b2386,fryC,protein-phosphocysteine-sugar phosphotransferase activity
32825,b2386,fryC,phosphoenolpyruvate-dependent sugar phosphotransferase system
32826,b1640,anmK,nucleotide binding
32827,b1640,anmK,ATP binding
32828,b1640,anmK,ATP binding
32829,b1640,anmK,ATP binding
32830,b1640,anmK,kinase activity
32831,b1640,anmK,kinase activity
32832,b1640,anmK,transferase activity
32833,b1640,anmK,"phosphotransferase activity, alcohol group as acceptor"
32834,b1640,anmK,"phosphotransferase activity, alcohol group as acceptor"
32835,b1640,anmK,carbohydrate metabolic process
32836,b1640,anmK,amino sugar metabolic process
32837,b1640,anmK,amino sugar metabolic process
32838,b1640,anmK,peptidoglycan turnover
32839,b1640,anmK,peptidoglycan turnover
32840,b1640,anmK,peptidoglycan turnover
32841,b1640,anmK,phosphorylation
32842,b1640,anmK,"1,6-anhydro-N-acetyl-beta-muramic acid catabolic process"
32845,b4088,alsB,monosaccharide binding
32846,b4088,alsB,carbohydrate transport
32847,b4088,alsB,D-ribose transmembrane transport
32848,b4088,alsB,allose transmembrane transport
32849,b4088,alsB,membrane
32850,b4088,alsB,outer membrane-bounded periplasmic space
32851,b4088,alsB,outer membrane-bounded periplasmic space
32852,b4088,alsB,outer membrane-bounded periplasmic space
32853,b4088,alsB,periplasmic space
32854,b4088,alsB,periplasmic space
32855,b4088,alsB,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
32856,b4315,fimI,pilus assembly
32857,b4315,fimI,cell adhesion
32858,b4315,fimI,pilus
32859,b4315,fimI,pilus
32860,b4315,fimI,pilus
32861,b4315,fimI,pilus organization
32862,b4315,fimI,pilus
32863,b4315,fimI,cell adhesion involved in single-species biofilm formation
32864,b2298,yfcC,antiporter activity
32865,b2298,yfcC,transmembrane transport
32866,b2298,yfcC,plasma membrane
32867,b2298,yfcC,plasma membrane
32868,b2298,yfcC,plasma membrane
32869,b2298,yfcC,plasma membrane
32870,b2298,yfcC,membrane
32871,b2298,yfcC,membrane
32872,b2298,yfcC,plasma membrane
32873,b0346,mhpR,DNA binding
32874,b0346,mhpR,DNA binding
32875,b0346,mhpR,regulation of DNA-templated transcription
32876,b0346,mhpR,regulation of DNA-templated transcription
32877,b0346,mhpR,aromatic compound catabolic process
32878,b0346,mhpR,DNA-binding transcription factor activity
32879,b0346,mhpR,DNA binding
32880,b0346,mhpR,negative regulation of DNA-templated transcription
32881,b1463,nhoA,arylamine N-acetyltransferase activity
32882,b1463,nhoA,arylamine N-acetyltransferase activity
32883,b1463,nhoA,arylamine N-acetyltransferase activity
32884,b1463,nhoA,acetyltransferase activity
32885,b1463,nhoA,transferase activity
32886,b1463,nhoA,acyltransferase activity
32887,b1463,nhoA,protein homodimerization activity
32888,b1463,nhoA,N-hydroxyarylamine O-acetyltransferase activity
32889,b1463,nhoA,N-hydroxyarylamine O-acetyltransferase activity
32890,b1463,nhoA,N-hydroxyarylamine O-acetyltransferase activity
32891,b1463,nhoA,cytoplasm
32892,b1463,nhoA,cytoplasm
32893,b1463,nhoA,arylamine N-acetyltransferase activity
32895,b0378,yaiW,response to peptide
32896,b0378,yaiW,cytosol
32897,b0378,yaiW,external side of cell outer membrane
32898,b1501,ydeP,response to acidic pH
32899,b1501,ydeP,formate dehydrogenase (NAD+) activity
32900,b1501,ydeP,oxidoreductase activity
32901,b1501,ydeP,oxidoreductase activity
32902,b1501,ydeP,molybdenum ion binding
32903,b1501,ydeP,molybdopterin cofactor binding
32904,b1501,ydeP,metal ion binding
32905,b1501,ydeP,iron-sulfur cluster binding
32906,b1501,ydeP,"4 iron, 4 sulfur cluster binding"
32907,b1501,ydeP,"4 iron, 4 sulfur cluster binding"
32908,b3204,ptsN,response to organonitrogen compound
32909,b3204,ptsN,regulation of monoatomic ion transmembrane transporter activity
32910,b3204,ptsN,enzyme inhibitor activity
32911,b3204,ptsN,protein binding
32912,b3204,ptsN,protein binding
32913,b3204,ptsN,protein binding
32914,b3204,ptsN,protein binding
32915,b3204,ptsN,protein binding
32916,b3204,ptsN,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
32917,b3204,ptsN,kinase activity
32918,b3204,ptsN,transferase activity
32919,b3204,ptsN,protein kinase activator activity
32920,b3204,ptsN,phosphoenolpyruvate-dependent sugar phosphotransferase system
32921,b3204,ptsN,phosphorylation
32922,b3204,ptsN,cytoplasm
32923,b3204,ptsN,cytoplasm
32924,b3204,ptsN,cytosol
32925,b3204,ptsN,protein kinase activator activity
32926,b3204,ptsN,regulation of monoatomic ion transmembrane transporter activity
32927,b2094,gatA,phosphoenolpyruvate-dependent sugar phosphotransferase system
32928,b2094,gatA,galactitol transmembrane transport
32929,b2094,gatA,kinase activity
32930,b2094,gatA,transferase activity
32931,b2094,gatA,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
32932,b2094,gatA,carbohydrate transport
32933,b2094,gatA,phosphoenolpyruvate-dependent sugar phosphotransferase system
32934,b2094,gatA,phosphoenolpyruvate-dependent sugar phosphotransferase system
32935,b2094,gatA,galactitol transmembrane transport
32936,b2094,gatA,phosphorylation
32937,b2094,gatA,galactitol metabolic process
32938,b2094,gatA,cytoplasm
32939,b2094,gatA,cytoplasm
32940,b2094,gatA,cytosol
32941,b2094,gatA,cytosol
32942,b2094,gatA,transmembrane transporter complex
32943,b2094,gatA,protein kinase activator activity
32944,b2094,gatA,regulation of monoatomic ion transmembrane transporter activity
32945,b1595,ynfL,DNA binding
32946,b1595,ynfL,DNA-binding transcription factor activity
32947,b1595,ynfL,regulation of DNA-templated transcription
32948,b1595,ynfL,protein-DNA complex
32949,b1595,ynfL,DNA-binding transcription factor activity
32950,b1595,ynfL,regulation of DNA-templated transcription
32951,b2933,cmtA,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
32952,b2933,cmtA,kinase activity
32953,b2933,cmtA,transferase activity
32954,b2933,cmtA,protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity
32955,b2933,cmtA,carbohydrate transport
32956,b2933,cmtA,phosphoenolpyruvate-dependent sugar phosphotransferase system
32957,b2933,cmtA,phosphoenolpyruvate-dependent sugar phosphotransferase system
32958,b2933,cmtA,mannitol transmembrane transport
32959,b2933,cmtA,phosphorylation
32960,b2933,cmtA,plasma membrane
32961,b2933,cmtA,plasma membrane
32962,b2933,cmtA,plasma membrane
32963,b2933,cmtA,plasma membrane
32964,b2933,cmtA,plasma membrane
32965,b2933,cmtA,plasma membrane
32966,b2933,cmtA,membrane
32967,b2933,cmtA,membrane
32968,b2934,cmtB,kinase activity
32969,b2934,cmtB,transferase activity
32970,b2934,cmtB,carbohydrate transport
32971,b2934,cmtB,phosphoenolpyruvate-dependent sugar phosphotransferase system
32972,b2934,cmtB,phosphorylation
32973,b2934,cmtB,cytoplasm
32974,b2934,cmtB,cytoplasm
32975,b2934,cmtB,cytoplasm
32976,b0517,allD,allantoin assimilation pathway
32977,b0517,allD,ureidoglycolate dehydrogenase activity
32978,b0517,allD,ureidoglycolate dehydrogenase activity
32979,b0517,allD,oxidoreductase activity
32980,b0517,allD,oxidoreductase activity
32981,b0517,allD,allantoin catabolic process
32982,b0517,allD,purine nucleobase metabolic process
32983,b0517,allD,cytoplasm
32984,b0517,allD,cytoplasm
32985,b4194,ulaB,phosphoenolpyruvate-dependent sugar phosphotransferase system
32986,b4194,ulaB,L-ascorbic acid transmembrane transport
32987,b4194,ulaB,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
32988,b4194,ulaB,kinase activity
32989,b4194,ulaB,transferase activity
32990,b4194,ulaB,protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity
32991,b4194,ulaB,phosphoenolpyruvate-dependent sugar phosphotransferase system
32992,b4194,ulaB,phosphoenolpyruvate-dependent sugar phosphotransferase system
32993,b4194,ulaB,phosphoenolpyruvate-dependent sugar phosphotransferase system
32994,b4194,ulaB,L-ascorbic acid transmembrane transport
32995,b4194,ulaB,phosphorylation
32996,b4194,ulaB,cytoplasm
32997,b4194,ulaB,cytoplasm
32998,b4194,ulaB,transmembrane transporter complex
32999,b4195,ulaC,phosphoenolpyruvate-dependent sugar phosphotransferase system
33000,b4195,ulaC,L-ascorbic acid transmembrane transport
33001,b4195,ulaC,kinase activity
33002,b4195,ulaC,transferase activity
33003,b4195,ulaC,protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity
33004,b4195,ulaC,phosphoenolpyruvate-dependent sugar phosphotransferase system
33005,b4195,ulaC,phosphoenolpyruvate-dependent sugar phosphotransferase system
33006,b4195,ulaC,L-ascorbic acid transmembrane transport
33007,b4195,ulaC,phosphorylation
33008,b4195,ulaC,cytoplasm
33009,b4195,ulaC,cytoplasm
33010,b4195,ulaC,transmembrane transporter complex
33011,b2360,yfdQ,viral process
33012,b2361,yfdR,5'-deoxynucleotidase activity
33013,b2361,yfdR,protein binding
33014,b2361,yfdR,cobalt ion binding
33015,b2362,yfdS,response to oxidative stress
33016,b2371,yfdE,catalytic activity
33017,b2371,yfdE,transferase activity
33018,b2371,yfdE,acetyl-CoA:oxalate CoA-transferase
33019,b2371,yfdE,acetyl-CoA:oxalate CoA-transferase
33020,b2371,yfdE,protein homodimerization activity
33021,b2322,yfcJ,transmembrane transporter activity
33022,b2322,yfcJ,transmembrane transporter activity
33023,b2322,yfcJ,transmembrane transport
33024,b2322,yfcJ,transmembrane transport
33025,b2322,yfcJ,plasma membrane
33026,b2322,yfcJ,plasma membrane
33027,b2322,yfcJ,plasma membrane
33028,b2322,yfcJ,plasma membrane
33029,b2322,yfcJ,plasma membrane
33030,b2322,yfcJ,membrane
33031,b3072,aer,signal transduction
33032,b3072,aer,positive aerotaxis
33033,b3072,aer,transmembrane signaling receptor activity
33034,b3072,aer,transmembrane signaling receptor activity
33035,b3072,aer,identical protein binding
33036,b3072,aer,identical protein binding
33037,b3072,aer,chemotaxis
33038,b3072,aer,chemotaxis
33039,b3072,aer,chemotaxis
33040,b3072,aer,signal transduction
33041,b3072,aer,signal transduction
33042,b3072,aer,plasma membrane
33043,b3072,aer,plasma membrane
33044,b3072,aer,plasma membrane
33045,b3072,aer,plasma membrane
33046,b3072,aer,plasma membrane
33047,b3072,aer,membrane
33048,b3072,aer,membrane
33049,b3072,aer,transmembrane signaling receptor activity
33050,b3072,aer,chemotaxis
33051,b0714,nei,base-excision repair
33052,b0714,nei,base-excision repair
33053,b0714,nei,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
33054,b0714,nei,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
33055,b0714,nei,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
33056,b0714,nei,nucleic acid binding
33057,b0714,nei,DNA binding
33058,b0714,nei,DNA binding
33059,b0714,nei,damaged DNA binding
33060,b0714,nei,damaged DNA binding
33061,b0714,nei,damaged DNA binding
33062,b0714,nei,damaged DNA binding
33063,b0714,nei,catalytic activity
33064,b0714,nei,DNA-(apurinic or apyrimidinic site) endonuclease activity
33065,b0714,nei,DNA-(apurinic or apyrimidinic site) endonuclease activity
33066,b0714,nei,DNA-(apurinic or apyrimidinic site) endonuclease activity
33067,b0714,nei,DNA-(apurinic or apyrimidinic site) endonuclease activity
33068,b0714,nei,DNA-(apurinic or apyrimidinic site) endonuclease activity
33069,b0714,nei,zinc ion binding
33070,b0714,nei,zinc ion binding
33071,b0714,nei,zinc ion binding
33072,b0714,nei,hydrolase activity
33073,b0714,nei,hydrolase activity
33074,b0714,nei,"hydrolase activity, acting on glycosyl bonds"
33075,b0714,nei,"hydrolase activity, hydrolyzing N-glycosyl compounds"
33076,b0714,nei,lyase activity
33077,b0714,nei,DNA N-glycosylase activity
33078,b0714,nei,metal ion binding
33079,b0714,nei,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
33080,b0714,nei,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
33081,b0714,nei,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
33082,b0714,nei,DNA repair
33083,b0714,nei,DNA repair
33084,b0714,nei,DNA repair
